,state,district,year,month,Bio_bio_age_5_17,Bio_bio_age_17_
1472,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025,12,873.0,1789.0
1473,Dadra and Nagar Haveli and Daman and Diu,Daman,2025,3,422.0,521.0
1474,Dadra and Nagar Haveli and Daman and Diu,Daman,2025,4,501.0,373.0
1475,Dadra and Nagar Haveli and Daman and Diu,Daman,2025,5,347.0,378.0
1476,Dadra and Nagar Haveli and Daman and Diu,Daman,2025,6,242.0,303.0
1477,Dadra and Nagar Haveli and Daman and Diu,Daman,2025,7,290.0,369.0
1478,Dadra and Nagar Haveli and Daman and Diu,Daman,2025,9,469.0,254.0
1479,Dadra and Nagar Haveli and Daman and Diu,Daman,2025,10,120.0,136.0
1480,Dadra and Nagar Haveli and Daman and Diu,Daman,2025,11,254.0,238.0
1481,Dadra and Nagar Haveli and Daman and Diu,Daman,2025,12,316.0,433.0
1482,Dadra and Nagar Haveli and Daman and Diu,Diu,2025,3,249.0,170.0
1483,Dadra and Nagar Haveli and Daman and Diu,Diu,2025,4,305.0,95.0
1484,Dadra and Nagar Haveli and Daman and Diu,Diu,2025,5,263.0,202.0
1485,Dadra and Nagar Haveli and Daman and Diu,Diu,2025,6,126.0,117.0
1486,Dadra and Nagar Haveli and Daman and Diu,Diu,2025,7,187.0,423.0
1487,Dadra and Nagar Haveli and Daman and Diu,Diu,2025,9,132.0,120.0
1488,Dadra and Nagar Haveli and Daman and Diu,Diu,2025,10,38.0,53.0
1489,Dadra and Nagar Haveli and Daman and Diu,Diu,2025,11,537.0,113.0
1490,Dadra and Nagar Haveli and Daman and Diu,Diu,2025,12,151.0,255.0
1491,Delhi,Central Delhi,2025,3,2299.0,3805.0
1492,Delhi,Central Delhi,2025,4,5261.0,5303.0
1493,Delhi,Central Delhi,2025,5,3194.0,4521.0
1494,Delhi,Central Delhi,2025,6,2464.0,3735.0
1495,Delhi,Central Delhi,2025,7,2889.0,4606.0
1496,Delhi,Central Delhi,2025,9,2025.0,2294.0
1497,Delhi,Central Delhi,2025,10,1000.0,1339.0
1498,Delhi,Central Delhi,2025,11,1918.0,2158.0
1499,Delhi,Central Delhi,2025,12,2638.0,2611.0
1500,Delhi,East Delhi,2025,3,4902.0,8233.0
1501,Delhi,East Delhi,2025,4,12509.0,14044.0
1502,Delhi,East Delhi,2025,5,7213.0,10678.0
1503,Delhi,East Delhi,2025,6,4730.0,7727.0
1504,Delhi,East Delhi,2025,7,6904.0,10187.0
1505,Delhi,East Delhi,2025,9,5495.0,5279.0
1506,Delhi,East Delhi,2025,10,2345.0,2751.0
1507,Delhi,East Delhi,2025,11,4222.0,4701.0
1508,Delhi,East Delhi,2025,12,5509.0,5376.0
1509,Delhi,New Delhi,2025,3,392.0,294.0
1510,Delhi,New Delhi,2025,4,496.0,309.0
1511,Delhi,New Delhi,2025,5,271.0,259.0
1512,Delhi,New Delhi,2025,6,208.0,258.0
1513,Delhi,New Delhi,2025,7,283.0,327.0
1514,Delhi,New Delhi,2025,9,232.0,163.0
1515,Delhi,New Delhi,2025,10,111.0,97.0
1516,Delhi,New Delhi,2025,11,217.0,144.0
1517,Delhi,New Delhi,2025,12,291.0,211.0
1518,Delhi,North Delhi,2025,3,2600.0,4493.0
1519,Delhi,North Delhi,2025,4,5334.0,5976.0
1520,Delhi,North Delhi,2025,5,3388.0,5005.0
1521,Delhi,North Delhi,2025,6,2509.0,4293.0
1522,Delhi,North Delhi,2025,7,2959.0,5135.0
1523,Delhi,North Delhi,2025,9,2672.0,2843.0
1524,Delhi,North Delhi,2025,10,1007.0,1461.0
1525,Delhi,North Delhi,2025,11,1625.0,2288.0
1526,Delhi,North Delhi,2025,12,3548.0,3694.0
1527,Delhi,North East Delhi,2025,3,7334.0,11034.0
1528,Delhi,North East Delhi,2025,4,17775.0,23730.0
1529,Delhi,North East Delhi,2025,5,11453.0,17884.0
1530,Delhi,North East Delhi,2025,6,6613.0,11938.0
1531,Delhi,North East Delhi,2025,7,10283.0,14771.0
1532,Delhi,North East Delhi,2025,9,7221.0,7901.0
1533,Delhi,North East Delhi,2025,10,3015.0,4249.0
1534,Delhi,North East Delhi,2025,11,5571.0,7362.0
1535,Delhi,North East Delhi,2025,12,10406.0,11176.0
1536,Delhi,North West Delhi,2025,3,15709.0,29195.0
1537,Delhi,North West Delhi,2025,4,27815.0,37256.0
1538,Delhi,North West Delhi,2025,5,18087.0,28734.0
1539,Delhi,North West Delhi,2025,6,12740.0,22377.0
1540,Delhi,North West Delhi,2025,7,14960.0,25083.0
1541,Delhi,North West Delhi,2025,9,12504.0,13440.0
1542,Delhi,North West Delhi,2025,10,5754.0,7655.0
1543,Delhi,North West Delhi,2025,11,9554.0,11471.0
1544,Delhi,North West Delhi,2025,12,16452.0,16507.0
1545,Delhi,Shahdara,2025,3,252.0,658.0
1546,Delhi,Shahdara,2025,4,696.0,928.0
1547,Delhi,Shahdara,2025,5,440.0,913.0
1548,Delhi,Shahdara,2025,6,321.0,637.0
1549,Delhi,Shahdara,2025,7,427.0,864.0
1550,Delhi,Shahdara,2025,9,143.0,342.0
1551,Delhi,Shahdara,2025,10,77.0,167.0
1552,Delhi,Shahdara,2025,11,108.0,288.0
1553,Delhi,Shahdara,2025,12,194.0,508.0
1554,Delhi,South Delhi,2025,3,11377.0,16784.0
1555,Delhi,South Delhi,2025,4,23647.0,29056.0
1556,Delhi,South Delhi,2025,5,12807.0,18274.0
1557,Delhi,South Delhi,2025,6,7921.0,12745.0
1558,Delhi,South Delhi,2025,7,12664.0,18551.0
1559,Delhi,South Delhi,2025,9,8175.0,8667.0
1560,Delhi,South Delhi,2025,10,3641.0,4771.0
1561,Delhi,South Delhi,2025,11,7314.0,8342.0
1562,Delhi,South Delhi,2025,12,9115.0,9085.0
1563,Delhi,South East Delhi,2025,3,19.0,40.0
1564,Delhi,South East Delhi,2025,4,58.0,61.0
1565,Delhi,South East Delhi,2025,5,35.0,47.0
1566,Delhi,South East Delhi,2025,6,32.0,36.0
1567,Delhi,South East Delhi,2025,7,53.0,65.0
1568,Delhi,South East Delhi,2025,9,13.0,26.0
1569,Delhi,South East Delhi,2025,10,5.0,16.0
1570,Delhi,South East Delhi,2025,11,17.0,24.0
1571,Delhi,South East Delhi,2025,12,7.0,28.0
1572,Delhi,South West Delhi,2025,3,8653.0,12016.0
1573,Delhi,South West Delhi,2025,4,13869.0,14037.0
1574,Delhi,South West Delhi,2025,5,8469.0,10679.0
1575,Delhi,South West Delhi,2025,6,6755.0,8938.0
1576,Delhi,South West Delhi,2025,7,8167.0,10831.0
1577,Delhi,South West Delhi,2025,9,6457.0,5483.0
1578,Delhi,South West Delhi,2025,10,2493.0,3152.0
1579,Delhi,South West Delhi,2025,11,4467.0,4642.0
1580,Delhi,South West Delhi,2025,12,7279.0,5985.0
1581,Delhi,West Delhi,2025,3,8635.0,15644.0
1582,Delhi,West Delhi,2025,4,14572.0,21234.0
1583,Delhi,West Delhi,2025,5,9666.0,15641.0
1584,Delhi,West Delhi,2025,6,7059.0,12066.0
1585,Delhi,West Delhi,2025,7,9017.0,13682.0
1586,Delhi,West Delhi,2025,9,6682.0,7235.0
1587,Delhi,West Delhi,2025,10,2626.0,3349.0
1588,Delhi,West Delhi,2025,11,4856.0,5754.0
1589,Delhi,West Delhi,2025,12,8051.0,7473.0
1590,Goa,North Goa,2025,3,1883.0,2559.0
1591,Goa,North Goa,2025,4,2536.0,2680.0
1592,Goa,North Goa,2025,5,2049.0,2289.0
1593,Goa,North Goa,2025,6,1345.0,2462.0
1594,Goa,North Goa,2025,7,1356.0,2882.0
1595,Goa,North Goa,2025,9,1179.0,1597.0
1596,Goa,North Goa,2025,10,2159.0,1348.0
1597,Goa,North Goa,2025,11,3042.0,1949.0
1598,Goa,North Goa,2025,12,2780.0,1718.0
1599,Goa,South Goa,2025,3,2154.0,2387.0
1600,Goa,South Goa,2025,4,2257.0,1839.0
1601,Goa,South Goa,2025,5,2202.0,2188.0
1602,Goa,South Goa,2025,6,1368.0,2178.0
1603,Goa,South Goa,2025,7,1207.0,1955.0
1604,Goa,South Goa,2025,9,1045.0,1077.0
1605,Goa,South Goa,2025,10,1381.0,787.0
1606,Goa,South Goa,2025,11,2284.0,1146.0
1607,Goa,South Goa,2025,12,2017.0,1112.0
1608,Gujarat,Ahmedabad,2025,3,19152.0,30017.0
1609,Gujarat,Ahmedabad,2025,4,18343.0,28798.0
1610,Gujarat,Ahmedabad,2025,5,27177.0,40454.0
1611,Gujarat,Ahmedabad,2025,6,22504.0,36663.0
1612,Gujarat,Ahmedabad,2025,7,25535.0,41245.0
1613,Gujarat,Ahmedabad,2025,9,13462.0,22241.0
1614,Gujarat,Ahmedabad,2025,10,4040.0,6727.0
1615,Gujarat,Ahmedabad,2025,11,14398.0,21734.0
1616,Gujarat,Ahmedabad,2025,12,22238.0,26444.0
1617,Gujarat,Amreli,2025,3,3463.0,3849.0
1618,Gujarat,Amreli,2025,4,3506.0,3969.0
1619,Gujarat,Amreli,2025,5,5434.0,4540.0
1620,Gujarat,Amreli,2025,6,5653.0,5104.0
1621,Gujarat,Amreli,2025,7,5930.0,5833.0
1622,Gujarat,Amreli,2025,9,2578.0,3380.0
1623,Gujarat,Amreli,2025,10,895.0,1086.0
1624,Gujarat,Amreli,2025,11,2521.0,3191.0
1625,Gujarat,Amreli,2025,12,3998.0,3584.0
1626,Gujarat,Anand,2025,3,5698.0,8373.0
1627,Gujarat,Anand,2025,4,6004.0,7883.0
1628,Gujarat,Anand,2025,5,7432.0,9057.0
1629,Gujarat,Anand,2025,6,7010.0,8279.0
1630,Gujarat,Anand,2025,7,9646.0,11303.0
1631,Gujarat,Anand,2025,9,4434.0,5540.0
1632,Gujarat,Anand,2025,10,975.0,1529.0
1633,Gujarat,Anand,2025,11,3416.0,4651.0
1634,Gujarat,Anand,2025,12,6351.0,6114.0
1635,Gujarat,Arvalli,2025,3,1595.0,1109.0
1636,Gujarat,Arvalli,2025,4,2004.0,1235.0
1637,Gujarat,Arvalli,2025,5,2360.0,1242.0
1638,Gujarat,Arvalli,2025,6,3028.0,1320.0
1639,Gujarat,Arvalli,2025,7,4162.0,2111.0
1640,Gujarat,Arvalli,2025,9,1823.0,1038.0
1641,Gujarat,Arvalli,2025,10,294.0,298.0
1642,Gujarat,Arvalli,2025,11,1041.0,827.0
1643,Gujarat,Arvalli,2025,12,2782.0,1400.0
1644,Gujarat,Banaskantha,2025,3,8364.0,10340.0
1645,Gujarat,Banaskantha,2025,4,5649.0,7714.0
1646,Gujarat,Banaskantha,2025,5,7142.0,8480.0
1647,Gujarat,Banaskantha,2025,6,10585.0,9827.0
1648,Gujarat,Banaskantha,2025,7,15020.0,13968.0
1649,Gujarat,Banaskantha,2025,9,7558.0,8429.0
1650,Gujarat,Banaskantha,2025,10,1815.0,2214.0
1651,Gujarat,Banaskantha,2025,11,4923.0,6238.0
1652,Gujarat,Banaskantha,2025,12,13018.0,11020.0
1653,Gujarat,Bharuch,2025,3,4757.0,5176.0
1654,Gujarat,Bharuch,2025,4,4252.0,5159.0
1655,Gujarat,Bharuch,2025,5,5135.0,5066.0
1656,Gujarat,Bharuch,2025,6,4619.0,4893.0
1657,Gujarat,Bharuch,2025,7,5880.0,6216.0
1658,Gujarat,Bharuch,2025,9,3425.0,3264.0
1659,Gujarat,Bharuch,2025,10,1051.0,1057.0
1660,Gujarat,Bharuch,2025,11,3452.0,3136.0
1661,Gujarat,Bharuch,2025,12,5790.0,4050.0
1662,Gujarat,Bhavnagar,2025,3,7812.0,10258.0
1663,Gujarat,Bhavnagar,2025,4,7718.0,9386.0
1664,Gujarat,Bhavnagar,2025,5,10156.0,10611.0
1665,Gujarat,Bhavnagar,2025,6,9620.0,10417.0
1666,Gujarat,Bhavnagar,2025,7,11751.0,13340.0
1667,Gujarat,Bhavnagar,2025,9,5059.0,6457.0
1668,Gujarat,Bhavnagar,2025,10,1374.0,2002.0
1669,Gujarat,Bhavnagar,2025,11,5207.0,5658.0
1670,Gujarat,Bhavnagar,2025,12,7087.0,7239.0
1671,Gujarat,Botad,2025,3,1347.0,831.0
1672,Gujarat,Botad,2025,4,909.0,636.0
1673,Gujarat,Botad,2025,5,1370.0,752.0
1674,Gujarat,Botad,2025,6,1598.0,889.0
1675,Gujarat,Botad,2025,7,2184.0,1115.0
1676,Gujarat,Botad,2025,9,814.0,536.0
1677,Gujarat,Botad,2025,10,246.0,180.0
1678,Gujarat,Botad,2025,11,725.0,443.0
1679,Gujarat,Botad,2025,12,1163.0,518.0
1680,Gujarat,Chhotaudepur,2025,3,1551.0,1799.0
1681,Gujarat,Chhotaudepur,2025,4,2427.0,2256.0
1682,Gujarat,Chhotaudepur,2025,5,3901.0,2781.0
1683,Gujarat,Chhotaudepur,2025,6,2707.0,1873.0
1684,Gujarat,Chhotaudepur,2025,7,3381.0,2290.0
1685,Gujarat,Chhotaudepur,2025,9,1568.0,1495.0
1686,Gujarat,Chhotaudepur,2025,10,401.0,386.0
1687,Gujarat,Chhotaudepur,2025,11,1023.0,920.0
1688,Gujarat,Chhotaudepur,2025,12,1644.0,1399.0
1689,Gujarat,Dahod,2025,3,6723.0,9346.0
1690,Gujarat,Dahod,2025,4,8287.0,9999.0
1691,Gujarat,Dahod,2025,5,8731.0,8441.0
1692,Gujarat,Dahod,2025,6,8932.0,7762.0
1693,Gujarat,Dahod,2025,7,12442.0,10483.0
1694,Gujarat,Dahod,2025,9,6399.0,6926.0
1695,Gujarat,Dahod,2025,10,1190.0,2003.0
1696,Gujarat,Dahod,2025,11,3839.0,6062.0
1697,Gujarat,Dahod,2025,12,5861.0,7965.0
1698,Gujarat,Dangs,2025,3,1614.0,2487.0
1699,Gujarat,Dangs,2025,4,2183.0,2392.0
1700,Gujarat,Dangs,2025,5,2509.0,2393.0
1701,Gujarat,Dangs,2025,6,1608.0,1590.0
1702,Gujarat,Dangs,2025,7,1950.0,2252.0
1703,Gujarat,Dangs,2025,9,1088.0,1627.0
1704,Gujarat,Dangs,2025,10,277.0,422.0
1705,Gujarat,Dangs,2025,11,554.0,883.0
1706,Gujarat,Dangs,2025,12,1004.0,1117.0
1707,Gujarat,Devbhumi Dwarka,2025,3,1829.0,932.0
1708,Gujarat,Devbhumi Dwarka,2025,4,2361.0,1003.0
1709,Gujarat,Devbhumi Dwarka,2025,5,2476.0,1165.0
1710,Gujarat,Devbhumi Dwarka,2025,6,2545.0,1141.0
1711,Gujarat,Devbhumi Dwarka,2025,7,2541.0,1343.0
1712,Gujarat,Devbhumi Dwarka,2025,9,1236.0,773.0
1713,Gujarat,Devbhumi Dwarka,2025,10,324.0,203.0
1714,Gujarat,Devbhumi Dwarka,2025,11,943.0,384.0
1715,Gujarat,Devbhumi Dwarka,2025,12,3562.0,703.0
1716,Gujarat,Gandhinagar,2025,3,4273.0,5905.0
1717,Gujarat,Gandhinagar,2025,4,3978.0,5229.0
1718,Gujarat,Gandhinagar,2025,5,5323.0,6353.0
1719,Gujarat,Gandhinagar,2025,6,5724.0,6342.0
1720,Gujarat,Gandhinagar,2025,7,6010.0,7241.0
1721,Gujarat,Gandhinagar,2025,9,2555.0,3614.0
1722,Gujarat,Gandhinagar,2025,10,565.0,897.0
1723,Gujarat,Gandhinagar,2025,11,2068.0,2998.0
1724,Gujarat,Gandhinagar,2025,12,3190.0,4299.0
1725,Gujarat,Gir Somnath,2025,3,2574.0,1707.0
1726,Gujarat,Gir Somnath,2025,4,2439.0,1721.0
1727,Gujarat,Gir Somnath,2025,5,2737.0,1688.0
1728,Gujarat,Gir Somnath,2025,6,2978.0,1744.0
1729,Gujarat,Gir Somnath,2025,7,4119.0,2521.0
1730,Gujarat,Gir Somnath,2025,9,1564.0,1065.0
1731,Gujarat,Gir Somnath,2025,10,635.0,385.0
1732,Gujarat,Gir Somnath,2025,11,1801.0,826.0
1733,Gujarat,Gir Somnath,2025,12,5053.0,1209.0
1734,Gujarat,Jamnagar,2025,3,4794.0,5215.0
1735,Gujarat,Jamnagar,2025,4,3999.0,4706.0
1736,Gujarat,Jamnagar,2025,5,7695.0,6573.0
1737,Gujarat,Jamnagar,2025,6,6281.0,5681.0
1738,Gujarat,Jamnagar,2025,7,5884.0,6033.0
1739,Gujarat,Jamnagar,2025,9,2925.0,3416.0
1740,Gujarat,Jamnagar,2025,10,1054.0,1182.0
1741,Gujarat,Jamnagar,2025,11,2911.0,2948.0
1742,Gujarat,Jamnagar,2025,12,5347.0,4458.0
1743,Gujarat,Junagadh,2025,3,3500.0,8433.0
1744,Gujarat,Junagadh,2025,4,3163.0,8036.0
1745,Gujarat,Junagadh,2025,5,4568.0,9031.0
1746,Gujarat,Junagadh,2025,6,4619.0,9540.0
1747,Gujarat,Junagadh,2025,7,6139.0,12136.0
1748,Gujarat,Junagadh,2025,9,2334.0,5974.0
1749,Gujarat,Junagadh,2025,10,892.0,2000.0
1750,Gujarat,Junagadh,2025,11,2566.0,5417.0
1751,Gujarat,Junagadh,2025,12,6214.0,8110.0
1752,Gujarat,Kachchh,2025,3,9380.0,6902.0
1753,Gujarat,Kachchh,2025,4,9160.0,7044.0
1754,Gujarat,Kachchh,2025,5,10768.0,8013.0
1755,Gujarat,Kachchh,2025,6,10676.0,8032.0
1756,Gujarat,Kachchh,2025,7,9795.0,10118.0
1757,Gujarat,Kachchh,2025,9,3459.0,4035.0
1758,Gujarat,Kachchh,2025,10,1557.0,1684.0
1759,Gujarat,Kachchh,2025,11,4349.0,4369.0
1760,Gujarat,Kachchh,2025,12,8226.0,6394.0
1761,Gujarat,Kheda,2025,3,6929.0,10058.0
1762,Gujarat,Kheda,2025,4,5900.0,7903.0
1763,Gujarat,Kheda,2025,5,6775.0,7951.0
1764,Gujarat,Kheda,2025,6,8100.0,9083.0
1765,Gujarat,Kheda,2025,7,8445.0,11058.0
1766,Gujarat,Kheda,2025,9,4071.0,6805.0
1767,Gujarat,Kheda,2025,10,1034.0,2120.0
1768,Gujarat,Kheda,2025,11,2839.0,5461.0
1769,Gujarat,Kheda,2025,12,5642.0,6987.0
1770,Gujarat,Mahesana,2025,3,5066.0,7773.0
1771,Gujarat,Mahesana,2025,4,3672.0,5662.0
1772,Gujarat,Mahesana,2025,5,5382.0,7238.0
1773,Gujarat,Mahesana,2025,6,7017.0,7975.0
1774,Gujarat,Mahesana,2025,7,9271.0,10661.0
1775,Gujarat,Mahesana,2025,9,3641.0,5251.0
1776,Gujarat,Mahesana,2025,10,898.0,1571.0
1777,Gujarat,Mahesana,2025,11,2669.0,4504.0
1778,Gujarat,Mahesana,2025,12,5338.0,6324.0
1779,Gujarat,Mahisagar,2025,3,1999.0,1808.0
1780,Gujarat,Mahisagar,2025,4,1745.0,1517.0
1781,Gujarat,Mahisagar,2025,5,2174.0,1643.0
1782,Gujarat,Mahisagar,2025,6,2534.0,1604.0
1783,Gujarat,Mahisagar,2025,7,3581.0,2104.0
1784,Gujarat,Mahisagar,2025,9,1539.0,1420.0
1785,Gujarat,Mahisagar,2025,10,495.0,407.0
1786,Gujarat,Mahisagar,2025,11,1315.0,903.0
1787,Gujarat,Mahisagar,2025,12,2660.0,1504.0
1788,Gujarat,Morbi,2025,3,2220.0,1289.0
1789,Gujarat,Morbi,2025,4,2887.0,1336.0
1790,Gujarat,Morbi,2025,5,3969.0,1670.0
1791,Gujarat,Morbi,2025,6,3322.0,1539.0
1792,Gujarat,Morbi,2025,7,3536.0,1730.0
1793,Gujarat,Morbi,2025,9,1380.0,914.0
1794,Gujarat,Morbi,2025,10,566.0,285.0
1795,Gujarat,Morbi,2025,11,1502.0,744.0
1796,Gujarat,Morbi,2025,12,2058.0,932.0
1797,Gujarat,Narmada,2025,3,2020.0,4588.0
1798,Gujarat,Narmada,2025,4,1836.0,3207.0
1799,Gujarat,Narmada,2025,5,2301.0,3087.0
1800,Gujarat,Narmada,2025,6,2418.0,2875.0
1801,Gujarat,Narmada,2025,7,2836.0,3684.0
1802,Gujarat,Narmada,2025,9,1259.0,2056.0
1803,Gujarat,Narmada,2025,10,353.0,672.0
1804,Gujarat,Narmada,2025,11,894.0,1413.0
1805,Gujarat,Narmada,2025,12,1416.0,2283.0
1806,Gujarat,Navsari,2025,3,2369.0,2679.0
1807,Gujarat,Navsari,2025,4,2813.0,2655.0
1808,Gujarat,Navsari,2025,5,2904.0,2740.0
1809,Gujarat,Navsari,2025,6,2944.0,2731.0
1810,Gujarat,Navsari,2025,7,4341.0,3427.0
1811,Gujarat,Navsari,2025,9,2402.0,1871.0
1812,Gujarat,Navsari,2025,10,934.0,768.0
1813,Gujarat,Navsari,2025,11,2388.0,2275.0
1814,Gujarat,Navsari,2025,12,3073.0,2238.0
1815,Gujarat,Panchmahal,2025,3,3743.0,9258.0
1816,Gujarat,Panchmahal,2025,4,3091.0,6898.0
1817,Gujarat,Panchmahal,2025,5,4063.0,7124.0
1818,Gujarat,Panchmahal,2025,6,4932.0,7327.0
1819,Gujarat,Panchmahal,2025,7,7221.0,10909.0
1820,Gujarat,Panchmahal,2025,9,4086.0,7018.0
1821,Gujarat,Panchmahal,2025,10,1262.0,2378.0
1822,Gujarat,Panchmahal,2025,11,3546.0,5565.0
1823,Gujarat,Panchmahal,2025,12,7267.0,9407.0
1824,Gujarat,Patan,2025,3,3086.0,4716.0
1825,Gujarat,Patan,2025,4,3491.0,4618.0
1826,Gujarat,Patan,2025,5,4496.0,4617.0
1827,Gujarat,Patan,2025,6,5327.0,5133.0
1828,Gujarat,Patan,2025,7,7874.0,7411.0
1829,Gujarat,Patan,2025,9,2703.0,4094.0
1830,Gujarat,Patan,2025,10,921.0,1043.0
1831,Gujarat,Patan,2025,11,2201.0,3021.0
1832,Gujarat,Patan,2025,12,5036.0,4161.0
1833,Gujarat,Porbandar,2025,3,1770.0,2266.0
1834,Gujarat,Porbandar,2025,4,1716.0,2165.0
1835,Gujarat,Porbandar,2025,5,2491.0,2696.0
1836,Gujarat,Porbandar,2025,6,2477.0,2575.0
1837,Gujarat,Porbandar,2025,7,2587.0,2872.0
1838,Gujarat,Porbandar,2025,9,958.0,1284.0
1839,Gujarat,Porbandar,2025,10,328.0,494.0
1840,Gujarat,Porbandar,2025,11,696.0,944.0
1841,Gujarat,Porbandar,2025,12,1234.0,1432.0
1842,Gujarat,Rajkot,2025,3,9086.0,10727.0
1843,Gujarat,Rajkot,2025,4,8682.0,10776.0
1844,Gujarat,Rajkot,2025,5,13186.0,13774.0
1845,Gujarat,Rajkot,2025,6,13013.0,13217.0
1846,Gujarat,Rajkot,2025,7,12900.0,14746.0
1847,Gujarat,Rajkot,2025,9,5701.0,7224.0
1848,Gujarat,Rajkot,2025,10,2355.0,2777.0
1849,Gujarat,Rajkot,2025,11,6048.0,6646.0
1850,Gujarat,Rajkot,2025,12,8551.0,9302.0
1851,Gujarat,Sabarkantha,2025,3,4116.0,6512.0
1852,Gujarat,Sabarkantha,2025,4,4778.0,5880.0
1853,Gujarat,Sabarkantha,2025,5,5473.0,6221.0
1854,Gujarat,Sabarkantha,2025,6,4923.0,6161.0
1855,Gujarat,Sabarkantha,2025,7,7708.0,10032.0
1856,Gujarat,Sabarkantha,2025,9,3492.0,5963.0
1857,Gujarat,Sabarkantha,2025,10,779.0,1551.0
1858,Gujarat,Sabarkantha,2025,11,1940.0,4273.0
1859,Gujarat,Sabarkantha,2025,12,3950.0,7252.0
1860,Gujarat,Surat,2025,3,15243.0,18852.0
1861,Gujarat,Surat,2025,4,17298.0,20133.0
1862,Gujarat,Surat,2025,5,20703.0,21712.0
1863,Gujarat,Surat,2025,6,15387.0,17757.0
1864,Gujarat,Surat,2025,7,19993.0,20692.0
1865,Gujarat,Surat,2025,9,9976.0,11391.0
1866,Gujarat,Surat,2025,10,5837.0,4929.0
1867,Gujarat,Surat,2025,11,16936.0,13592.0
1868,Gujarat,Surat,2025,12,17455.0,13713.0
1869,Gujarat,Surendranagar,2025,3,7191.0,7521.0
1870,Gujarat,Surendranagar,2025,4,5561.0,6110.0
1871,Gujarat,Surendranagar,2025,5,6836.0,7004.0
1872,Gujarat,Surendranagar,2025,6,6611.0,6782.0
1873,Gujarat,Surendranagar,2025,7,7753.0,8870.0
1874,Gujarat,Surendranagar,2025,9,3178.0,4902.0
1875,Gujarat,Surendranagar,2025,10,1050.0,1463.0
1876,Gujarat,Surendranagar,2025,11,2509.0,3625.0
1877,Gujarat,Surendranagar,2025,12,4056.0,5216.0
1878,Gujarat,Tapi,2025,3,1872.0,3805.0
1879,Gujarat,Tapi,2025,4,2229.0,3622.0
1880,Gujarat,Tapi,2025,5,2307.0,2764.0
1881,Gujarat,Tapi,2025,6,1772.0,2413.0
1882,Gujarat,Tapi,2025,7,1974.0,3661.0
1883,Gujarat,Tapi,2025,9,1696.0,2157.0
1884,Gujarat,Tapi,2025,10,494.0,721.0
1885,Gujarat,Tapi,2025,11,1407.0,1645.0
1886,Gujarat,Tapi,2025,12,2980.0,2506.0
1887,Gujarat,Vadodara,2025,3,7894.0,17180.0
1888,Gujarat,Vadodara,2025,4,6897.0,14900.0
1889,Gujarat,Vadodara,2025,5,9922.0,17396.0
1890,Gujarat,Vadodara,2025,6,9852.0,17693.0
1891,Gujarat,Vadodara,2025,7,11765.0,22924.0
1892,Gujarat,Vadodara,2025,9,5858.0,10609.0
1893,Gujarat,Vadodara,2025,10,2296.0,3505.0
1894,Gujarat,Vadodara,2025,11,7260.0,10872.0
1895,Gujarat,Vadodara,2025,12,10975.0,13619.0
1896,Gujarat,Valsad,2025,3,4860.0,6790.0
1897,Gujarat,Valsad,2025,4,4813.0,5971.0
1898,Gujarat,Valsad,2025,5,5074.0,5660.0
1899,Gujarat,Valsad,2025,6,4755.0,5328.0
1900,Gujarat,Valsad,2025,7,6328.0,7063.0
1901,Gujarat,Valsad,2025,9,4491.0,4024.0
1902,Gujarat,Valsad,2025,10,1374.0,1455.0
1903,Gujarat,Valsad,2025,11,3351.0,3690.0
1904,Gujarat,Valsad,2025,12,4721.0,4276.0
1905,Haryana,Ambala,2025,3,2853.0,6773.0
1906,Haryana,Ambala,2025,4,4249.0,6898.0
1907,Haryana,Ambala,2025,5,2595.0,5584.0
1908,Haryana,Ambala,2025,6,2526.0,4960.0
1909,Haryana,Ambala,2025,7,5016.0,7173.0
1910,Haryana,Ambala,2025,9,2342.0,3016.0
1911,Haryana,Ambala,2025,10,1404.0,2294.0
1912,Haryana,Ambala,2025,11,2554.0,4541.0
1913,Haryana,Ambala,2025,12,3052.0,4926.0
1914,Haryana,Bhiwani,2025,3,4091.0,8113.0
1915,Haryana,Bhiwani,2025,4,4533.0,7663.0
1916,Haryana,Bhiwani,2025,5,3560.0,6956.0
1917,Haryana,Bhiwani,2025,6,3285.0,7720.0
1918,Haryana,Bhiwani,2025,7,7435.0,9368.0
1919,Haryana,Bhiwani,2025,9,3391.0,3780.0
1920,Haryana,Bhiwani,2025,10,2455.0,3379.0
1921,Haryana,Bhiwani,2025,11,3728.0,4634.0
1922,Haryana,Bhiwani,2025,12,5387.0,6147.0
1923,Haryana,Charkhi Dadri,2025,3,238.0,857.0
1924,Haryana,Charkhi Dadri,2025,4,341.0,759.0
1925,Haryana,Charkhi Dadri,2025,5,275.0,866.0
1926,Haryana,Charkhi Dadri,2025,6,316.0,1034.0
1927,Haryana,Charkhi Dadri,2025,7,516.0,1227.0
1928,Haryana,Charkhi Dadri,2025,9,228.0,436.0
1929,Haryana,Charkhi Dadri,2025,10,180.0,376.0
1930,Haryana,Charkhi Dadri,2025,11,398.0,491.0
1931,Haryana,Charkhi Dadri,2025,12,531.0,719.0
1932,Haryana,Faridabad,2025,3,5798.0,8083.0
1933,Haryana,Faridabad,2025,4,6769.0,8256.0
1934,Haryana,Faridabad,2025,5,4394.0,6637.0
